חדר,אינדקס,מקור,תרגום,הערות
72,17,"The sky is blue and the sun is shining, but yet a feeling of sadness lingers here.","השמיים כחולים והשמש זורחת, אבל עדיין תחושת עצב משתרכת כאן.",
72,18,There is nothing interesting on the ground but green grass.,אין שום דבר מעניין על הקרקע מלבד דשא ירוק.,
73,1,"You and Princess Rosella have entered a hallway of the dilapidated castle. Cracks mar the walls and dusty floor. Cobwebs drape an overhanging lamp. Sadly, your sister remarks, ""Alexander, I wish you could have seen it in better days. It wasn't always like this, you know.""","אתה והנסיכה רוזלה נכנסתם למסדרון של הטירה הרעועה. סדקים פוגמים בקירות ורצפה המאובקת. קורי עכביש מכסים מנורה תלויה. למרבה הצער, אחותך מעירה, ""אלכסנדר, הלוואי והיית יכול לראות את זה בימים טובים יותר. זה לא תמיד היה ככה, אתה יודע.""",
73,2,Cobwebs have not been cleaned from the overhanging chandelier.,קורי עכביש לא נוקו מהנברשת התלויה.,
73,3,The doors of this castle are wide open.,דלתות הטירה הזו פתוחות לרווחה.,
74,1,"You nervously enter the throne room with your sister, Princess Rosella.","אתה נכנס בהתרגשות לחדר הכס עם אחותך, הנסיכה רוזלה.",
74,2,"Before the twin thrones stand your parents, King Graham and Queen Valanice.","לפני תאומי הכס עומדים הוריך, המלך גרהם והמלכה ולניס.",
74,3,"Graham and Valanice are overjoyed to see you. ""Alexander, where have you been all these years?"" your mother exclaims. Adds your father, ""I'm so proud of both of you!""","גרהם וולניס מלאי שמחה לראותך אותך. ""אלכסנדר, איפה היית כל השנים האלה?"" אימך קוראת בקול. ואביך מוסיף, ""אני כל כך גאה בשניכם!""",
74,4,What a joyous family reunion! You are home at last!,איזה איחוד משפחתי משמח! סוף סוף אתה בבית!,
74,5,"King Graham points to the mirror. ""That was once a magic mirror, son,"" he says sadly. ""But, it has been clouded ever since the night you disappeared from your cradle.""","המלך גרהם מצביע על המראה. ""זו הייתה פעם מראת קסם, בן,"" הוא אומר בעצב. ""אבל, היא הייתה מעוננת מאז הלילה שנעלמת מעריסתך.""",
74,6,"Before your astonished eyes, the magic mirror clears, and shines anew with brilliant clarity. Queen Valanice cries in delight, ""The terrible dragon is dead, our children are home, and the future looks bright for us all!""","לנגד עיניך הנדהמות, מראת הקסם מתבהרת, וזוהרת מחדש בבהירות מבריקה. המלכה ולניס בוכה משמחה, ""הדרקון הנורא מת, הילדים שלנו בבית, והעתיד נראה מזהיר עבור כולנו!""",
74,7,King Graham lovingly retrieves his adventurer's hat with the red feather.,המלך גרהם שולף באהבה את כובע ההרפתקאות שלו עם הנוצה האדומה.,
74,8,"With emotion he tells you, ""Alexander, Rosella, this old hat and I have been through a lot together. Now, it's time he had a new travelling companion."" He flings it in your direction.","ברגש הוא אומר לכם, ""אלכסנדר, רוזלה, הכובע הישן הזה ואני עברנו הרבה ביחד. כעת, הגיע הזמן שיהיה לו שותף חדש לדרך."" הוא מעיף אותו לכיוונכם.",
74,9,"Up and up it gently arcs. You raise your arms to catch it, and, so does Princess Rosella! Down it comes, nearer and nearer...","מעלה מעלה הוא מתפתל בעדינות. אתה מרים את ידיך כדי לתפוס אותו, וכך גם הנסיכה רוזלה! מטה הוא נופל, מתקרב ומתקרב...",
74,10,The End\n\n,הסוף\n\n,
74,11,,,
74,12,"Congratulations on your successful completion of ""King's Quest III!!"" We hope you have enjoyed playing as much as we enjoyed creating it for you.","ברכות על השלמתך המוצלחת של ""מסע המלך 3!!"" אנו מקווים שנהניתם לשחק כפי שנהנינו ליצור אותו עבורכם.",
74,13,,,
74,14,"May the adventuring continue with ""King's Quest IV!""","יהי רצון שההרפתקה בעברית תמשיך עם ""מסע המלך 4!""",
74,15,,,
74,16,This is no time for that!,זה לא זמן טוב בשביל זה.,
75,1,A large ship is tied to the dock.,ספינה גדולה קשורה לרציף.,
75,2,What ship?,איזו ספינה?,
75,3,There is no way to do that.,אין דרך לעשות את זה.,
75,4,A charming village sits atop a bluff overlooking the ocean.,כפר מקסים יושב על פסגת צוק המשקיף על האוקיינוס.,
75,5,Sounds like a good idea. Just walk across the gang plank.,נשמע כמו רעיון טוב. פשוט תעבור על הקרש של הכנופיה.,
75,6,"The life of a seaman has definitely taken its toll on this grizzled old sea dog. His skin is brown and cracked from years in the salty air, his voice rasps from too many smokes and too much rum, and he stoops from countless swabbings of countless decks. His clothes are none too clean, either.","חייו של ימאי בהחלט גבו מחיר מ""זאב הים"" הזקן והאפרורי הזה. עורו חום וסדוק משנים באוויר המלוח, קולו משופשף מעישון כבד עשן ושתיה מרובה של רום, והוא כפוף מאינספור שטיפות של אינספור ספינות. גם הבגדים שלו לא מי יודע מה נקיים.",
75,7,"The old seaman draws his sharp cutlass, runs you clean through, and you drop to the dock... dead.","הימאי הזקן שולף את חרבו הקצרה והחדה, מעביר אותך בצורה חלקה דרכך, ואתה נופל לרציף... מת.",
75,8,"You hear one of the sailors shout down to you, ""Get yer self aboard, laddie. We be sailin' on th' tide, wi' or wi'out ye.""","אתה שומע את אחד המלחים צועק לעברך, ""תעלה 'ת עצמך לסיפ'ון, נ'ערי. אנח'נו מפ'ליגים בגאות', ע'ים, ע'ו ב'לעדיך.""",
75,9,"From the deck of the ship you hear, ""Are ye deaf, or just daft, boyo? I said come aboard a'fore we leave ye here.""","מסיפון הספינה אתה שומע, ""א'תה ח'ירש, או ס'תם מ'טומטם, י'לד? ע'מרתי ת'עלה לסיפ'ון לפ'ני שנע'זוב ע'ותך פ'ו.""",
75,10,You have a sneaking suspicion that you have made a big mistake. These are pirates!,יש לך חשד כמוס שעשית טעות גדולה. אלה פיראטים!,
75,11,"You politely speak to the old sailor on the dock. In response, he growls, ""Quit yer yammerin', boy. I ain't got no time fer ya. I gotta keep trespassers away from this here jolly-boat. Scram!""","אתה מדבר בנימוס עם המלח הזקן על הסיפון. בתגובה, הוא נוהם, ""תפ'סיק לי'לל, י'לד. אין לי ז'מן בישיל'ך. אני חייב להרח'יק מס'יגי גבול מהס'ירה הע'ליזה הזו כאן. ת'חפף!""",
75,12,"Insistently, you speak to the old salt again. He seems displeased as he snarls, ""I'm warnin' ya, boy. I gots a tricky sword hand. Better go away afore I cain't stop meself!""","בעקשנות, אתה שוב מדבר אל המלח הזקן. הוא נראה לא מרוצה כשהוא נוהם, ""אנ'י מז'היר אות'ך, י'לד. יש ל'י יד קלה על הח'רב. עדיף ש'תלך לפני ש'אני לא אוכל ל'עצור 'ת עצמי!""",
75,13,"""That's it!"" he shouts. ""I warned ya to quit hangin' aroun'.""","""גמרנו!"" הוא צועק. ""הז'הרתי אותך להפ'סיק להס'תובב כ'אן"".",
75,14,"As the gangplank is drawn in you hear the Captain shout to his men, ""Take 'is things an put 'im in the 'old until I figures out what ta do with 'im.""","כשלוח העץ נזרק אתה שומע את הקפטן צועק לאנשיו, ""קחו ת'דברים ש'לו ותכ'ניסו ת'ו בזה הישן ע'ד שאח'שוב מה ל'עשות א'יתו.""",
75,15,"%m14 You notice the captain looking at you and laughing with one of the crew, and you decide they are as happy to be starting this voyage as you are.","%m14 אתה שם לב שהקפטן מסתכל עליך וצוחק עם אחד מאנשי הצוות, ואתה מחליט שהם שמחים להתחיל את המסע הזה כמוך.",
75,16,%m14 You have this dreadful feeling that you've missed something important as you walk down the now-deserted pier.,%m14 יש לך הרגשה איומה שפספסת משהו חשוב בזמן שאתה הולך במורד המזח שכעת נטוש.,
75,17,"""You'd bet'er get aboard boy, or we'll sail without ya.""","""כד'אי לך ל'עלות על הסיפ'ון י'לד, או שנפ'ליג בל'עדיך.""",
